111,,18,How do you configure VRRP on a Cisco router?,To configure VRRP on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Create a VRRP group: `vrrp [group-number] ip [virtual-ip-address]`. 3. Optionally set the priority: `vrrp [group-number] priority [priority-value]`. 4. Enable preemption: `vrrp [group-number] preempt`.
112,,18,How does the VRRP election process work?,The VRRP election process determines the Master router based on priority values. The router with the highest priority becomes the Master. If priorities are equal the router with the highest IP address becomes the Master. If the Master fails the router with the next highest priority is elected as the new Master.
113,,18,What are common issues with VRRP and how can they be troubleshooted?,Common VRRP issues include misconfigurations IP address conflicts and priority mismatches. Troubleshooting steps include verifying VRRP configurations checking IP address assignments and using commands like `show vrrp` to diagnose issues.
114,,18,Explain the concept of VRRP preemption and its benefits.,VRRP preemption allows a higher-priority router to take over as the Master router if it becomes available after a failure. This ensures that the most capable router is always the Master providing optimal performance and reliability.
115,,18,What are the security concerns with VRRP and how can they be mitigated?,Security concerns with VRRP include unauthorized access and manipulation of VRRP messages. Mitigation strategies include using VRRP authentication enabling secure communication between routers and restricting physical and logical access to the routers.
116,,19,What is the primary purpose of the Hot Standby Router Protocol (HSRP)?,HSRP a Cisco proprietary protocol provides high availability by allowing multiple routers to work together to present the appearance of a single virtual router ensuring continuous network availability if the primary router fails.
117,,19,Describe the basic operation of HSRP.,HSRP operates by creating a virtual router with a virtual IP address shared among a group of physical routers. One router is elected as the Active router handling the traffic for the virtual IP address while the other routers act as Standby routers. If the Active router fails one of the Standby routers is elected as the new Active router.
118,,19,How do you configure HSRP on a Cisco router?,To configure HSRP on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Create an HSRP group: `standby [group-number] ip [virtual-ip-address]`. 3. Optionally set the priority: `standby [group-number] priority [priority-value]`. 4. Enable preemption: `standby [group-number] preempt`.
119,,19,How does the HSRP election process work?,The HSRP election process determines the Active router based on priority values. The router with the highest priority becomes the Active router. If priorities are equal the router with the highest IP address becomes the Active router. If the Active router fails the router with the next highest priority is elected as the new Active router.
120,,19,What are common issues with HSRP and how can they be troubleshooted?,Common HSRP issues include misconfigurations IP address conflicts and priority mismatches. Troubleshooting steps include verifying HSRP configurations checking IP address assignments and using commands like `show standby` to diagnose issues.
121,,19,Explain the concept of HSRP preemption and its benefits.,HSRP preemption allows a higher-priority router to take over as the Active router if it becomes available after a failure. This ensures that the most capable router is always the Active router providing optimal performance and reliability.
122,,19,What are the different versions of HSRP and their features?,There are two versions of HSRP: 1. **HSRPv1**: Uses the multicast address 224.0.0.2 and does not support IPv6. 2. **HSRPv2**: Uses the multicast address 224.0.0.102 supports IPv6 and provides faster convergence and improved scalability.
123,,19,What are the security concerns with HSRP and how can they be mitigated?,Security concerns with HSRP include unauthorized access and manipulation of HSRP messages. Mitigation strategies include using HSRP authentication enabling secure communication between routers and restricting physical and logical access to the routers.
124,,19,What is the purpose of HSRP interface tracking and how is it configured?,HSRP interface tracking allows the HSRP priority to be dynamically adjusted based on the status of a tracked interface. If the tracked interface goes down the HSRP priority is reduced potentially triggering a failover. To configure: `standby [group-number] track [interface] [decrement-value]`.
125,,19,What are some best practices for using HSRP in a network?,Best practices for using HSRP include: 1. Use HSRP version 2 for better performance and IPv6 support. 2. Configure preemption to ensure the most capable router is Active. 3. Use interface tracking to improve failover reliability. 4. Implement HSRP authentication to enhance security. 5. Regularly monitor and test the HSRP configuration.
126,,20,What is the primary purpose of the Point-to-Point Protocol (PPP)?,PPP is used to establish a direct connection between two network nodes providing a standard method for transporting multi-protocol datagrams over point-to-point links.
127,,20,Describe the three main phases of the PPP connection establishment process.,The three main phases are: 1. **Link Establishment Phase**: Uses LCP (Link Control Protocol) to establish configure and test the data link connection. 2. **Authentication Phase**: Optionally uses protocols like PAP (Password Authentication Protocol) or CHAP (Challenge Handshake Authentication Protocol) for authentication. 3. **Network Layer Protocol Phase**: Uses NCP (Network Control Protocol) to configure and manage the network layer protocol.
128,,20,How do you configure PPP on a Cisco router?,To configure PPP on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Enable PPP: `encapsulation ppp`. 3. Optionally configure authentication: `ppp authentication [pap|chap]`.
129,,20,What are the key features of PPP?,Key features of PPP include: 1. **Link Control Protocol (LCP)**: Establishes configures and tests the link. 2. **Network Control Protocol (NCP)**: Configures different network layer protocols. 3. **Authentication**: Supports PAP and CHAP for secure authentication. 4. **Error Detection**: Uses FCS (Frame Check Sequence) for error detection.
130,,20,Explain the differences between PAP and CHAP authentication methods in PPP.,PAP is a two-way handshake protocol that sends the username and password in plain text. CHAP is a three-way handshake protocol that uses a challenge-response mechanism for authentication providing better security as the password is not sent over the link.
131,,20,What are common issues with PPP and how can they be troubleshooted?,Common issues include misconfigurations authentication failures and link establishment problems. Troubleshooting steps include verifying configuration checking physical connections and using commands like `show interfaces` and `debug ppp negotiation` to diagnose issues.
132,,20,What is Multilink PPP (MLPPP) and its benefits?,MLPPP is an extension of PPP that allows multiple physical links to be combined into a single logical link providing increased bandwidth and redundancy. It ensures that the data is split and recombined correctly across the links.
133,,21,What is the primary purpose of High-Level Data Link Control (HDLC)?,HDLC is a bit-oriented protocol for communication over point-to-point and multipoint links providing error detection and control over data transmission.
134,,21,Describe the basic operation of HDLC.,HDLC operates using three types of frames: 1. **Information Frames (I-Frames)**: Carry user data. 2. **Supervisory Frames (S-Frames)**: Provide control information. 3. **Unnumbered Frames (U-Frames)**: Manage link setup and disconnection.
135,,21,How do you configure HDLC on a Cisco router?,To configure HDLC on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Enable HDLC: `encapsulation hdlc`.
136,,21,What are the key features of HDLC?,Key features of HDLC include: 1. **Frame Structure**: Uses a standardized frame structure for data transmission. 2. **Error Detection**: Implements error detection through CRC (Cyclic Redundancy Check). 3. **Flow Control**: Uses windowing techniques for flow control.
137,,21,What are common issues with HDLC and how can they be troubleshooted?,Common issues include misconfigurations and physical layer problems. Troubleshooting steps include verifying configuration checking physical connections and using commands like `show interfaces` to diagnose issues.
138,,21,Explain the significance of the flag field in an HDLC frame.,The flag field is used to delimit the beginning and end of an HDLC frame. It consists of the bit pattern `01111110` which helps in identifying the frame boundaries.
139,,22,What is the primary purpose of Frame Relay?,Frame Relay is a high-performance WAN protocol that operates at the data link layer to efficiently transmit data over a network of virtual circuits.
140,,22,Describe the basic operation of Frame Relay.,Frame Relay operates by establishing virtual circuits between devices. Data is transmitted in variable-length frames with addressing information in the header to direct the frames to the correct destination.
141,,22,How do you configure Frame Relay on a Cisco router?,To configure Frame Relay on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Enable Frame Relay: `encapsulation frame-relay`. 3. Configure the DLCI: `frame-relay interface-dlci [dlci-number]`.
142,,22,What are the key features of Frame Relay?,Key features of Frame Relay include: 1. **Virtual Circuits**: Uses PVCs (Permanent Virtual Circuits) and SVCs (Switched Virtual Circuits) for data transmission. 2. **Error Detection**: Implements error detection at the data link layer. 3. **Congestion Control**: Uses FECN (Forward Explicit Congestion Notification) and BECN (Backward Explicit Congestion Notification) for congestion management.
143,,22,What are common issues with Frame Relay and how can they be troubleshooted?,Common issues include misconfigurations incorrect DLCI mappings and physical layer problems. Troubleshooting steps include verifying configuration checking DLCI mappings and using commands like `show frame-relay pvc` to diagnose issues.
144,,22,Explain the purpose of LMI (Local Management Interface) in Frame Relay.,LMI is a signaling standard used between routers and Frame Relay switches to manage the status of virtual circuits. It provides keepalive messages status inquiries and status messages to ensure the integrity of the virtual circuits.
145,,23,What is the primary purpose of Asynchronous Transfer Mode (ATM)?,ATM is a high-speed networking standard designed for the simultaneous transmission of voice video and data using fixed-size cells for efficient and predictable performance.
146,,23,Describe the basic operation of ATM.,ATM operates by transmitting data in fixed-size cells (53 bytes) consisting of a 5-byte header and a 48-byte payload. It uses connection-oriented communication with virtual circuits established before data transfer.
147,,23,How do you configure ATM on a Cisco router?,To configure ATM on a Cisco router: 1. Enter interface configuration mode: `interface [interface-id]`. 2. Enable ATM: `encapsulation atm`. 3. Configure the PVC: `pvc [vpi]/[vci] [type]`.
148,,23,What are the key features of ATM?,Key features of ATM include: 1. **Fixed-Size Cells**: Uses 53-byte cells for predictable performance. 2. **Quality of Service (QoS)**: Supports various QoS levels for different types of traffic. 3. **Virtual Circuits**: Uses PVCs and SVCs for data transmission.
149,,23,What are common issues with ATM and how can they be troubleshooted?,Common issues include misconfigurations incorrect PVC settings and physical layer problems. Troubleshooting steps include verifying configuration checking PVC settings and using commands like `show atm pvc` to diagnose issues.
150,,23,Explain the purpose of ATM Adaptation Layers (AAL) and their types.,AALs provide services to different types of applications and ensure proper segmentation and reassembly of data. Types include: 1. **AAL1**: Used for constant bit rate services. 2. **AAL2**: Used for variable bit rate services. 3. **AAL5**: Used for data communication with less overhead.
151,,24,What is the primary purpose of Fibre Distributed Data Interface (FDDI)?,FDDI is a standard for data transmission in a local area network that uses optical fiber as the physical medium providing high-speed data transfer and network redundancy.
152,,24,Describe the basic operation of FDDI.,FDDI operates by using a dual-ring topology for network redundancy. It uses a token-passing protocol to control access to the network ensuring efficient and collision-free data transmission.
153,,24,How do you configure FDDI on a network device?,FDDI configuration typically involves setting up the physical ring configuring MAC addresses and ensuring proper connectivity between devices. Specific commands vary by vendor.
154,,24,What are the key features of FDDI?,Key features of FDDI include: 1. **Dual-Ring Topology**: Provides network redundancy and fault tolerance. 2. **Token Passing**: Ensures efficient and collision-free data transmission. 3.
155,,25,What is the primary purpose of the Internet Protocol (IP)?,IP is responsible for delivering packets from the source host to the destination host based on their addresses. It defines the packet structures that encapsulate the data to be delivered.
156,,25,Describe the differences between IPv4 and IPv6.,IPv4 uses 32-bit addresses allowing for about 4.3 billion unique addresses while IPv6 uses 128-bit addresses allowing for a virtually unlimited number of unique addresses. IPv6 also includes improvements such as simplified header format improved support for extensions and options and better security features.
157,,25,What are the different classes of IPv4 addresses?,IPv4 addresses are divided into five classes: Class A (1.0.0.0 to 126.0.0.0) Class B (128.0.0.0 to 191.255.0.0) Class C (192.0.0.0 to 223.255.255.0) Class D (224.0.0.0 to 239.255.255.255 for multicast) and Class E (240.0.0.0 to 255.255.255.255 for experimental use).
158,,25,How do you configure an IP address on a Cisco router?,To configure an IP address on a Cisco router: 1. Enter global configuration mode: `configure terminal`. 2. Enter interface configuration mode: `interface [interface-id]`. 3. Assign the IP address: `ip address [IP address] [subnet mask]`. 4. Enable the interface: `no shutdown`.
159,,25,What is the purpose of a subnet mask?,A subnet mask is used to divide an IP address into network and host portions. It determines which part of an IP address is the network address and which part is the host address allowing for the creation of multiple logical networks within a single network.
160,,25,What are common issues with IP and how can they be troubleshooted?,Common IP issues include incorrect IP address configurations subnet mask mismatches and routing issues. Troubleshooting steps include verifying IP configurations checking connectivity using `ping` and `traceroute` and reviewing routing tables with `show ip route`.
161,,25,What is IPsec and how does it enhance IP security?,IPsec (Internet Protocol Security) is a suite of protocols that secure IP communications by authenticating and encrypting each IP packet in a communication session. It enhances security by providing confidentiality data integrity and authentication.
162,,26,What is the primary purpose of the Internet Control Message Protocol (ICMP)?,ICMP is used for network diagnostics and error reporting. It communicates network-level errors and provides query messages to diagnose network issues.
163,,26,Describe the different types of ICMP messages.,ICMP messages are divided into two categories: 1. **Error Messages**: Indicate issues such as destination unreachable time exceeded and parameter problems. 2. **Query Messages**: Include echo request and echo reply (used by `ping`) timestamp request and reply and address mask request and reply.
164,,26,How do you use the `ping` command to test network connectivity?,The `ping` command sends ICMP echo request messages to a specified IP address and waits for echo reply messages. Example: `ping [IP address]`. This helps to test if a host is reachable and measure round-trip time.
165,,26,What are common issues with ICMP and how can they be troubleshooted?,Common ICMP issues include blocked ICMP messages by firewalls and misconfigured network devices. Troubleshooting steps include verifying ICMP message permissions using `ping` and `traceroute` for connectivity tests and reviewing firewall rules.
166,,26,What are the security concerns associated with ICMP and how can they be mitigated?,ICMP can be used for network reconnaissance and Denial of Service (DoS) attacks. Mitigation strategies include configuring firewalls to restrict ICMP traffic using rate limiting and employing intrusion detection systems to monitor ICMP traffic.
167,,27,What is the primary purpose of the Internet Group Management Protocol (IGMP)?,IGMP is used to manage the membership of Internet Protocol multicast groups. It allows hosts to communicate their multicast group memberships to adjacent routers.
168,,27,Describe the basic operation of IGMP.,IGMP operates by exchanging messages between hosts and routers. Hosts send IGMP membership reports to join or leave multicast groups and routers send IGMP queries to determine which multicast groups are active on a local network.
169,,27,How do you configure IGMP on a Cisco router?,To configure IGMP on a Cisco router: 1. Enter global configuration mode: `configure terminal`. 2. Enter interface configuration mode: `interface [interface-id]`. 3. Enable IGMP: `ip igmp [version]`. 4. Optionally set the IGMP version: `ip igmp version [1|2|3]`.
170,,27,What are common issues with IGMP and how can they be troubleshooted?,Common IGMP issues include misconfigurations multicast traffic not being delivered and incorrect IGMP version settings. Troubleshooting steps include verifying IGMP configurations checking multicast group memberships and using commands like `show ip igmp` to diagnose issues.
171,,27,What are the security concerns associated with IGMP and how can they be mitigated?,IGMP can be exploited for multicast-based attacks such as flooding. Mitigation strategies include enabling IGMP snooping to control multicast traffic configuring access control lists (ACLs) to restrict IGMP messages and monitoring IGMP traffic for unusual patterns.
172,,27,Explain the purpose of IGMP snooping.,IGMP snooping is a feature that allows network switches to listen to IGMP traffic between hosts and routers. This helps to constrain multicast traffic to only the interfaces that have members of the relevant multicast group reducing unnecessary load on the network.
173,,28,What is the primary purpose of Internet Protocol Security (IPsec)?,IPsec is a suite of protocols designed to ensure the security of IP communications through authentication and encryption of each IP packet in a communication session.
174,,28,Describe the main components of IPsec.,The main components of IPsec are: 1. **Authentication Header (AH)**: Provides data integrity authentication and anti-replay. 2. **Encapsulating Security Payload (ESP)**: Provides confidentiality data integrity authentication and anti-replay. 3. **Security Associations (SA)**: Defines the parameters for the secure communication channel.
175,,28,How do you configure a basic IPsec VPN on a Cisco router?,To configure a basic IPsec VPN: 1. Define the ISAKMP policy: `crypto isakmp policy 1`. 2. Configure the IPsec transform set: `crypto ipsec transform-set [name] [transform]`. 3. Create a crypto map and apply it to the interface: `crypto map [map-name] 10 ipsec-isakmp`.
176,,28,What is the difference between IKEv1 and IKEv2?,IKEv1 and IKEv2 are protocols used to set up a security association in IPsec. IKEv2 has several improvements over IKEv1 including simplified message exchanges better performance and support for mobility and multihoming through MOBIKE.
177,,28,What are common issues with IPsec and how can they be troubleshooted?,Common issues include misconfigurations mismatched policies and connectivity problems. Troubleshooting steps include verifying IPsec configurations checking the SA status with `show crypto ipsec sa` and ensuring network connectivity.
178,,28,Explain the concept of Perfect Forward Secrecy (PFS) in IPsec.,PFS ensures that the compromise of one key does not lead to the compromise of subsequent keys. In IPsec this is achieved by generating a new key for each session using Diffie-Hellman key exchange.
179,,29,What is the OSPF protocol number?,89
180,,29,What is the primary purpose of Open Shortest Path First (OSPF)?,OSPF is a link-state routing protocol used to determine the best path for data through a network based on the shortest path first (SPF) algorithm.
181,,29,Describe the main components of an OSPF network.,The main components include: 1. **Router ID**: A unique identifier for each OSPF router. 2. **Area**: A logical segment within an OSPF network. 3. **Link State Advertisement (LSA)**: Messages that describe the network topology. 4. **Designated Router (DR)**: A router elected to manage LSA distribution in a multi-access network.
182,,29,How do you configure OSPF on a Cisco router?,To configure OSPF: 1. Enter global configuration mode: `configure terminal`. 2. Enable OSPF: `router ospf [process-id]`. 3. Define networks: `network [ip-address] [wildcard-mask] area [area-id]`.
183,,29,How does the OSPF Hello protocol work?,The OSPF Hello protocol is used to establish and maintain neighbor relationships. Routers send Hello packets to discover and identify neighbors on a network segment. If two routers agree on certain parameters they establish a neighbor adjacency.
184,,29,What are common issues with OSPF and how can they be troubleshooted?,Common issues include misconfigurations mismatched timers and area mismatches. Troubleshooting steps include using `show ip ospf neighbor` to check neighbor states and `show ip ospf` to verify OSPF configurations.
185,,29,Explain the purpose of OSPF areas and their types.,"OSPF areas are used for segmenting traffic. \n Area types are: \n * Backbone (area 0): all areas have to connect to it \n * Standard Area \n * Stub Area: no LSA type 4 or 5 (no redistributed routes) are sent to it, ABR pushes default route \n * Totally stub area: same as regular stub, but don't even receive LSA type 3, all out of area routes are covered with default route \n * Not so stubby area: for when ASB has to be located within stub area; uses Type 7 LSA instead of Type 5 to redistribute routes; default route is not injected to NSSA by default and has to be done with `area <x> nssa default-information-originate` \n * Totally not so stubby area: disables Type 3 LSA in the NSSA, default route is injected by default \n"
186,,29,What are the default timers in OSPF?,Broadcast: 10/40 \n Non-Broadcast: 30/120 \n Point-to-point: 10/40 \n Point-to-multipoint: 30/120
187,,29,What are the neighbour states?,"* Down: Don't have contact with neighbour \n * Attempt: In progress of trying to reach neighbour, no response yet \n * Init: Received hello packet from neighbour \n * 2-Way: bi-direction comms established between neighrours & DR/BDR election \n * ExStart: Routers establish an initial sequence number for exchanging information packets, start of adjacency negotiations, identify master/slave for LSDB synchronisation \n * Exchange: exchanging DBD (database descriptor) packets \n * Loading: sending link-state requests for recent LSAs that have been discovered but not yet received in the exchange phase \n * Full: full adjacency \n"
188,,29,How is OSPF cost calculated?,How is OSPF cost calculated? \n * Cost = reference bandwidth / interface bandwidth \n * Default reference bandwidth is 100 Mbps \n * Maximum cost is 65535 \n
189,,29,What Multicast addresses does OSPF use? (MAC & IP),What Multicast addresses does OSPF use? (MAC & IP) \n * ALLSPFROUTERS: 224.0.0.5 / 01:00:5E:00:00:05 \n * ALLDROUTERS: 224.0.0.6 / 01:00:5E:00:00:06 \n
190,,29,List common LSA Types,List common LSA Types \n 1. Router LSA \n 2. Network LSA \n 3. Summary LSA \n 4. ASBR Summary \n 5. AS External (Redistributed) \n 7. NSSA \n
191,,29,What are the route filtering options in OSPF,1. Filtering with Summarisation: use `non-advertise` when setting up a summary route \n 2. Area filtering using filter list: use inbound and outbound filter list to filter at the point of Type 3 generation \n it will be installed in RIB but not passed onto other devices \n 3. Local OSPF Filtering using a Distribution list: Prevent installing route into RIB with ACL \n
192,,29,List OSPF Packet types,"* Hello: neighbour discovery \n * DBD: database descriptor \n * Link-state request: LSR, request updated entry \n * Link-state update: LSU, response with updated information, contains LSA \n *LSAck: acknowledge updated information"
193,,30,What is the primary purpose of the Routing Information Protocol (RIP)?,RIP is a distance-vector routing protocol used to determine the best path to a destination based on hop count.
194,,30,How does RIP prevent routing loops?,RIP uses techniques such as split horizon route poisoning and hold-down timers to prevent routing loops.
195,,30,How do you configure RIP on a Cisco router?,To configure RIP: 1. Enter global configuration mode: `configure terminal`. 2. Enable RIP: `router rip`. 3. Define networks: `network [ip-address]`.
196,,30,What are the differences between RIP version 1 and RIP version 2?,RIP v1 is classful does not support VLSM and uses broadcast for updates. RIP v2 is classless supports VLSM and uses multicast for updates.
197,,30,What are common issues with RIP and how can they be troubleshooted?,Common issues include incorrect network statements and routing loops. Troubleshooting steps include using `show ip rip database` to check the RIP routes and `debug ip rip` to see RIP update messages.
198,,30,Explain the purpose of the RIP metric.,The RIP metric is the hop count used to determine the best path to a destination. The path with the fewest hops is chosen as the best path.
199,,31,What is the EIGRP Protocol number?,88
200,,31,What is the primary purpose of Enhanced Interior Gateway Routing Protocol (EIGRP)?,EIGRP is an advanced distance-vector routing protocol that combines the features of both link-state and distance-vector protocols providing fast convergence and efficient network utilization.
201,,31,Describe the main components of EIGRP.,The main components include: 1. **Neighbor Table**: Stores information about directly connected neighbors. 2. **Topology Table**: Stores the network topology. 3. **Routing Table**: Stores the best routes to each destination. 4. **DUAL (Diffusing Update Algorithm)**: Ensures loop-free and efficient route computation.
202,,31,How do you configure EIGRP on a Cisco router?,To configure EIGRP: 1. Enter global configuration mode: `configure terminal`. 2. Enable EIGRP: `router eigrp [ASN]`. 3. Define networks: `network [ip-address]`.
203,,31,What metrics does EIGRP use to determine the best path?,EIGRP uses bandwidth delay load reliability and MTU to calculate the best path.
204,,31,What are common issues with EIGRP and how can they be troubleshooted?,Common issues include misconfigurations mismatched AS numbers and incorrect metric calculations. Troubleshooting steps include using `show ip eigrp neighbors` to check neighbor relationships and `show ip eigrp topology` to verify the topology table.
205,,31,Explain the purpose of EIGRP Stub routing.,EIGRP Stub routing is used in hub-and-spoke topologies to limit the scope of query messages reducing resource usage and improving stability in the network.
206,,31,How does EIGRP calculate it's metric?,"EIGRP uses the DUAL algorithm to calculate composite metric. \n By default, it uses the lowest bandwidth on path and sum of delay for the whole path (including the lcoal interface) \n It can optionally use load and reliability"
207,,31,Explain EIGRP load balancing options,"* traffic load can be shared between links \n * sharing based on ratio of costs proportionally to feasible distances \n * routes still have to meet feasibility condition \n * Variance = define conditions for routes to be accepted for load balancing, the variance value is a multiplier of the current successors feasible distance"
208,,31,Explain the following terms: successor route \n feasible distance \n feasibility successor \n feasibility condition \n advertised distance \n received distance,"* successor route: best calculated route, is inserted to the RIB \n * feasible distance: metric calculated by the DUAL algorithm, lower is better \n * feasibility successor: possible backup route that can be inserted into RIB if successor route fails without recalculation, has to satisfy feasibility condition \n * feasibility condition: in order for route to be considered a feasible successor, it's **advertised** distance must be **lower** than the locally calculated **feasible distance** for the current successor route, if no routes satisfy the feasibility condition, no feasible successor will be considered \n * advertised distance: metric that routers share with their peers, shares the metric values and the receiving router will calculate it again \n * received distance: information received from neighbours about B/W and delay for metric calculation \n"
209,,32,What is the primary purpose of Intermediate System to Intermediate System (IS-IS)?,IS-IS is a link-state routing protocol used to determine the best path for data through a network based on the shortest path first (SPF) algorithm.
210,,32,Describe the main components of an IS-IS network.,The main components include: 1. **Network Entity Title (NET)**: A unique identifier for each IS-IS router. 2. **Areas**: Logical segments within an IS-IS network. 3. **Link State PDU (LSP)**: Messages that describe the network topology. 4. **Designated Intermediate System (DIS)**: A router elected to manage LSP distribution on a broadcast network.
211,,32,How do you configure IS-IS on a Cisco router?,To configure IS-IS: 1. Enter global configuration mode: `configure terminal`. 2. Enable IS-IS: `router isis`. 3. Define interfaces: `interface [interface-id]` and `ip router isis`.
212,,32,How does IS-IS differ from OSPF?,IS-IS operates at the OSI network layer (Layer 3) while OSPF operates at the IP layer. IS-IS uses a simpler metric calculation and has a different area structure compared to OSPF.
213,,32,What are common issues with IS-IS and how can they be troubleshooted?,Common issues include misconfigurations incorrect NET settings and area mismatches. Troubleshooting steps include using `show isis neighbors` to check neighbor states and `show clns is-neighbors` to verify connectivity.
214,,32,Explain the purpose of IS-IS Levels.,IS-IS uses two levels of hierarchy: Level 1 for intra-area routing and Level 2 for inter-area routing. This helps to scale the protocol in large networks.
215,,33,What is the primary purpose of the User Datagram Protocol (UDP)?,UDP is a connectionless protocol that provides a simple and fast method for sending data packets over a network. It is used in situations where speed is more critical than reliability.
216,,33,Describe the basic structure of a UDP packet.,A UDP packet consists of a header and a data section. The header is 8 bytes long and includes the following fields: Source Port (2 bytes) Destination Port (2 bytes) Length (2 bytes) and Checksum (2 bytes).
217,,33,How do you configure a UDP socket in a networking application?,In a networking application you configure a UDP socket by creating a socket object binding it to a local address and then using it to send and receive data. For example in Python: `socket.socket(socket.AF_INET socket.SOCK_DGRAM)`.
218,,33,What are the key features of UDP?,Key features of UDP include connectionless communication minimal protocol overhead lack of error recovery mechanisms and suitability for real-time applications like video streaming and online gaming.
219,,33,What are some common use cases for UDP?,Common use cases for UDP include DNS lookups streaming media applications (e.g. video audio) online gaming and VoIP (Voice over IP) applications.
220,,33,What are common issues with UDP and how can they be troubleshooted?,Common issues with UDP include packet loss duplication and out-of-order delivery. Troubleshooting steps include checking network conditions verifying application configurations and using network analysis tools like Wireshark to capture and inspect packets.
221,,33,What are the security concerns associated with UDP and how can they be mitigated?,Security concerns with UDP include susceptibility to packet spoofing amplification attacks and lack of encryption. Mitigation strategies include implementing firewalls rate limiting and using VPNs or other encryption methods.
222,,34,What is the primary purpose of the Stream Control Transmission Protocol (SCTP)?,SCTP is a transport layer protocol designed to transport multiple streams of data between two endpoints while ensuring reliable in-sequence transport of messages.
223,,34,What are the key features of SCTP?,Key features of SCTP include multi-streaming multi-homing reliable data transfer message-oriented communication and protection against SYN flooding attacks.
224,,34,How do you configure SCTP on a network device?,To configure SCTP on a network device you typically need to enable SCTP support in the operating system or network stack and configure SCTP parameters such as endpoints ports and paths. This can vary by device and operating system.
225,,34,Explain the concept of multi-homing in SCTP.,Multi-homing allows an SCTP endpoint to support multiple IP addresses providing redundancy and failover capabilities. If one path fails SCTP can continue communication over another path.
226,,34,What are some common use cases for SCTP?,Common use cases for SCTP include telecommunication signaling (e.g. SS7) multimedia streaming and applications requiring reliable message-oriented communication.
227,,34,What are common issues with SCTP and how can they be troubleshooted?,Common issues with SCTP include path failures multi-homing misconfigurations and parameter mismatches. Troubleshooting steps include verifying configurations checking connectivity and using network analysis tools to monitor SCTP traffic.
228,,34,What are the security features of SCTP?,SCTP includes security features such as cookie-based 4-way handshake for association establishment which protects against SYN flooding attacks and support for IPsec to provide encryption and authentication.
229,,35,What is the primary purpose of the Datagram Congestion Control Protocol (DCCP)?,DCCP is a transport layer protocol that provides congestion control for unreliable datagrams balancing the need for real-time data delivery with network congestion avoidance.
230,,35,What are the key features of DCCP?,Key features of DCCP include congestion control partial reliability and mechanisms for negotiating and managing congestion control parameters.
231,,35,How do you configure DCCP on a network device?,To configure DCCP you need to enable DCCP support in the operating system or network stack and set parameters such as ports and congestion control mechanisms. Configuration steps vary by device and operating system.
232,,35,Explain the importance of congestion control in DCCP.,Congestion control in DCCP is crucial for maintaining network stability and performance. It prevents congestion collapse by adjusting the rate of data transmission based on network conditions.
233,,35,What are some common use cases for DCCP?,Common use cases for DCCP include streaming media online gaming and applications requiring timely delivery of data without the overhead of full reliability.
234,,35,What are common issues with DCCP and how can they be troubleshooted?,Common issues with DCCP include congestion control misconfigurations packet loss and latency. Troubleshooting steps include verifying configurations monitoring network conditions and using network analysis tools to capture and inspect DCCP traffic.
235,,35,What are the security considerations for DCCP?,Security considerations for DCCP include the lack of built-in encryption and authentication. Implementing IPsec or other encryption methods can help secure DCCP communications.
236,,36,What is the primary purpose of the Point-to-Point Tunneling Protocol (PPTP)?,PPTP is a method for implementing virtual private networks allowing secure data transfer over public networks by encapsulating PPP frames in IP datagrams for transmission.
237,,36,Describe the basic operation of PPTP.,PPTP operates by establishing a control channel over TCP and a GRE tunnel to encapsulate PPP frames. The PPP frames carry the payload data which can include multiple network layer protocols.
238,,36,How do you configure PPTP on a Windows server?,"To configure PPTP on a Windows server: 1. Open the Routing and Remote Access console. 2. Right-click on the server name and select ""Configure and Enable Routing and Remote Access."" 3. Choose ""Remote access (dial-up or VPN)"" and select PPTP. 4. Configure the IP address assignment and user permissions."
239,,36,What are the key features of PPTP?,Key features of PPTP include support for multi-protocol traffic encryption using MPPE (Microsoft Point-to-Point Encryption) and easy setup with Windows clients.
240,,36,What are the security concerns associated with PPTP?,PPTP has known security vulnerabilities including weaknesses in the MPPE encryption and susceptibility to brute force attacks on the authentication mechanism. It is generally considered less secure than other VPN protocols like L2TP/IPsec.
241,,36,What are common issues with PPTP and how can they be troubleshooted?,Common issues include connectivity problems authentication failures and encryption mismatches. Troubleshooting steps include verifying network connectivity checking server and client configurations and reviewing logs for error messages.
242,,36,What are some modern alternatives to PPTP?,Modern alternatives to PPTP include L2TP/IPsec OpenVPN and IKEv2/IPsec which offer better security and more robust encryption mechanisms.
243,,37,What is the primary purpose of Remote Procedure Call (RPC)?,RPC allows a program to cause a procedure to execute on another address space (commonly on another physical machine) as if it were a local procedure call providing a powerful mechanism for inter-process communication.
244,,37,Describe the basic operation of RPC.,RPC works by the client sending a request message to a remote server to execute a specified procedure with supplied parameters. The server executes the procedure and sends the result back to the client.
245,,37,How do you configure RPC on a Unix-like system?,To configure RPC on a Unix-like system you typically need to enable and configure the portmapper (rpcbind) define the RPC services in `/etc/rpc` and ensure the RPC services are running. Example: `sudo service rpcbind start`.
